Camp Springs,Camp Springs,38.8052,-76.9199,United States,US,USA,Maryland,,22903,1840005947
Candler-McAfee,Candler-McAfee,33.7267,-84.2723,United States,US,USA,Georgia,,22880,1840073846
Winchester,Winchester,42.4518,-71.1463,United States,US,USA,Massachusetts,,22875,1840053496
Machesney Park,Machesney Park,42.3666,-89.0266,United States,US,USA,Illinois,,22870,1840011123
Belton,Belton,31.0525,-97.4790,United States,US,USA,Texas,,22866,1840019556
Marshall,Marshall,32.5370,-94.3515,United States,US,USA,Texas,,22862,1840020739
Kihei,Kihei,20.7653,-156.4454,United States,US,USA,Hawaii,,22840,1840029507
Radcliff,Radcliff,37.8204,-85.9365,United States,US,USA,Kentucky,,22839,1840014329
Onondaga,Onondaga,42.9686,-76.2169,United States,US,USA,New York,,22822,1840087751
Prairie Village,Prairie Village,38.9874,-94.6362,United States,US,USA,Kansas,,22812,1840001644
Leland,Leland,34.2042,-78.0279,United States,US,USA,North Carolina,,22794,1840016683
Oxford,Oxford,39.5061,-84.7446,United States,US,USA,Ohio,,22783,1840009572
Cottage Lake,Cottage Lake,47.7466,-122.0755,United States,US,USA,Washington,,22779,1840037848
Forney,Forney,32.7440,-96.4529,United States,US,USA,Texas,,22770,1840020734
Villa Park,Villa Park,41.8865,-87.9779,United States,US,USA,Illinois,,22755,1840011412
Anthem,Anthem,33.8560,-112.1168,United States,US,USA,Arizona,,22750,1840022919
Peters,Peters,40.2739,-80.0803,United States,US,USA,Pennsylvania,,22728,1840147982
Raymore,Raymore,38.8029,-94.4583,United States,US,USA,Missouri,,22722,1840009787
East Peoria,East Peoria,40.6736,-89.5419,United States,US,USA,Illinois,,22707,1840008327
Pickerington,Pickerington,39.8890,-82.7678,United States,US,USA,Ohio,,22682,1840009528
Duncan,Duncan,34.5408,-97.9215,United States,US,USA,Oklahoma,,22664,1840019253
Easley,Easley,34.8188,-82.5827,United States,US,USA,South Carolina,,22643,1840013526
Cartersville,Cartersville,34.1644,-84.8009,United States,US,USA,Georgia,,22626,1840014701
Sun Valley,Sun Valley,39.6104,-119.7770,United States,US,USA,Nevada,,22622,1840018711
Corcoran,Corcoran,36.0841,-119.5613,United States,US,USA,California,,22616,1840019056
Bellview,Bellview,30.4620,-87.3120,United States,US,USA,Florida,,22613,1840013912
Summit,Summit,40.7154,-74.3647,United States,US,USA,New Jersey,,22598,1840000999
Watertown,Watertown,44.9094,-97.1532,United States,US,USA,South Dakota,,22577,1840002156
Eustis,Eustis,28.8563,-81.6771,United States,US,USA,Florida,,22532,1840014054
Chester,Chester,37.3531,-77.4342,United States,US,USA,Virginia,,22512,1840006410
Upper Allen,Upper Allen,40.1800,-76.9808,United States,US,USA,Pennsylvania,,22491,1840151634
Bloomingdale,Bloomingdale,41.9497,-88.0895,United States,US,USA,Illinois,,22436,1840011399
Lincoln,Lincoln,41.9171,-71.4505,United States,US,USA,Rhode Island,,22415,1840106233
Vernon,Vernon,41.1973,-74.4857,United States,US,USA,New Jersey,,22399,1840081777
Greenwood,Greenwood,34.1947,-82.1542,United States,US,USA,South Carolina,,22363,1840013626
Fernley,Fernley,39.5627,-119.1906,United States,US,USA,Nevada,,22343,1840020214
Montville,Montville,40.9135,-74.3594,United States,US,USA,New Jersey,,22340,1840081737
Biddeford,Biddeford,43.4673,-70.4511,United States,US,USA,Maine,,22331,1840000342
Acworth,Acworth,34.0566,-84.6716,United States,US,USA,Georgia,,22330,1840013688
Lyndhurst,Lyndhurst,40.7965,-74.1099,United States,US,USA,New Jersey,,22315,1840081755
Bristol,Bristol,41.6827,-71.2694,United States,US,USA,Rhode Island,,22305,1840106238
West Deptford,West Deptford,39.8431,-75.1852,United States,US,USA,New Jersey,,22292,1840081678
Ruston,Ruston,32.5328,-92.6363,United States,US,USA,Louisiana,,22286,1840014878
Hillsborough,Hillsborough,40.5069,-74.6523,United States,US,USA,New Jersey,,22273,1840153047
Albertville,Albertville,34.2633,-86.2108,United States,US,USA,Alabama,,22268,1840013599
Martha Lake,Martha Lake,47.8479,-122.2327,United States,US,USA,Washington,,22251,1840037875
Golden Valley,Golden Valley,44.9901,-93.3591,United States,US,USA,Minnesota,,22247,1840007824
Marina,Marina,36.6810,-121.7892,United States,US,USA,California,,22246,1840020357
Bonney Lake,Bonney Lake,47.1791,-122.1700,United States,US,USA,Washington,,22229,1840018454
Coralville,Coralville,41.6990,-91.5967,United States,US,USA,Iowa,,22226,1840007076
Corinth,Corinth,33.1434,-97.0682,United States,US,USA,Texas,,22216,1840019389
Oxford,Oxford,33.5967,-85.8687,United States,US,USA,Alabama,,22210,1840014780
Mountain Brook,Mountain Brook,33.4871,-86.7400,United States,US,USA,Alabama,,22184,1840014792
Clarksville,Clarksville,38.3220,-85.7673,United States,US,USA,Indiana,,22169,1840009665
Florida Ridge,Florida Ridge,27.5805,-80.3848,United States,US,USA,Florida,,22151,1840029035
Waynesboro,Waynesboro,38.0674,-78.9014,United States,US,USA,Virginia,,22149,1840003848
Chambersburg,Chambersburg,39.9315,-77.6556,United States,US,USA,Pennsylvania,,22141,1840001410
Palmer,Palmer,40.7007,-75.2628,United States,US,USA,Pennsylvania,,22133,1840149341
Silver Firs,Silver Firs,47.8635,-122.1497,United States,US,USA,Washington,,22122,1840037898
Cherry Hill,Cherry Hill,38.5696,-77.2895,United States,US,USA,Virginia,,22118,1840026712
Guilford,Guilford,41.3345,-72.7004,United States,US,USA,Connecticut,,22113,1840045023
Watertown,Watertown,41.6160,-73.1177,United States,US,USA,Connecticut,,22110,1840035651
Bloomington,Bloomington,34.0601,-117.4013,United States,US,USA,California,,22107,1840017799
Lower,Lower,38.9819,-74.9087,United States,US,USA,New Jersey,,22095,1840081575
Darien,Darien,41.7448,-87.9822,United States,US,USA,Illinois,,22087,1840007045
Horizon City,Horizon City,31.6799,-106.1903,United States,US,USA,Texas,,22075,1840020805
Hastings,Hastings,44.7318,-92.8538,United States,US,USA,Minnesota,,22063,1840006770
Chillicothe,Chillicothe,39.3393,-82.9939,United States,US,USA,Ohio,,22047,1840007369
Rancho San Diego,Rancho San Diego,32.7624,-116.9197,United States,US,USA,California,,22019,1840019347
DeBary,DeBary,28.8815,-81.3240,United States,US,USA,Florida,,22015,1840015070
Ensley,Ensley,30.5259,-87.2733,United States,US,USA,Florida,,22015,1840013104
Conway,Conway,33.8401,-79.0431,United States,US,USA,South Carolina,,22001,1840014716
Pascagoula,Pascagoula,30.3666,-88.5506,United States,US,USA,Mississippi,,22001,1840015018
La Porte,La Porte,41.6069,-86.7142,United States,US,USA,Indiana,,21993,1840030063
New Castle,New Castle,40.9956,-80.3458,United States,US,USA,Pennsylvania,,21992,1840000938
Brambleton,Brambleton,38.9803,-77.5323,United States,US,USA,Virginia,,21986,1840024497
Chalmette,Chalmette,29.9438,-89.9660,United States,US,USA,Louisiana,,21981,1840014001
Winter Gardens,Winter Gardens,32.8376,-116.9268,United States,US,USA,California,,21978,1840019351
East Ridge,East Ridge,34.9973,-85.2285,United States,US,USA,Tennessee,,21967,1840013452
Montclair,Montclair,38.6111,-77.3400,United States,US,USA,Virginia,,21961,1840006095
West Pensacola,West Pensacola,30.4263,-87.2679,United States,US,USA,Florida,,21960,1840013915
Port Hueneme,Port Hueneme,34.1618,-119.2036,United States,US,USA,California,,21954,1840020475
Parsippany,Parsippany,40.8645,-74.4135,United States,US,USA,New Jersey,,21931,1840033373
Katy,Katy,29.7905,-95.8353,United States,US,USA,Texas,,21926,1840019648
Gallup,Gallup,35.5182,-108.7431,United States,US,USA,New Mexico,,21901,1840020395
South Euclid,South Euclid,41.5240,-81.5245,United States,US,USA,Ohio,,21882,1840003414
New Hartford,New Hartford,43.0586,-75.2821,United States,US,USA,New York,,21882,1840004206
Mount Pleasant,Mount Pleasant,43.5966,-84.7759,United States,US,USA,Michigan,,21880,1840002663
Alliance,Alliance,40.9107,-81.1189,United States,US,USA,Ohio,,21864,1840000962
Scarborough,Scarborough,43.5911,-70.3682,United States,US,USA,Maine,,21857,1840052990
Smithfield,Smithfield,41.9014,-71.5308,United States,US,USA,Rhode Island,,21855,1840106200
Ramona,Ramona,33.0474,-116.8766,United States,US,USA,California,,21853,1840019346
Sapulpa,Sapulpa,36.0091,-96.1003,United States,US,USA,Oklahoma,,21853,1840021691
Essex,Essex,44.5196,-73.0656,United States,US,USA,Vermont,,21851,1840115363
East Patchogue,East Patchogue,40.7704,-72.9817,United States,US,USA,New York,,21830,1840005040
Fairhope,Fairhope,30.5209,-87.8813,United States,US,USA,Alabama,,21825,1840002039
Sanford,Sanford,43.4244,-70.7573,United States,US,USA,Maine,,21812,1840002672
Del City,Del City,35.4483,-97.4408,United States,US,USA,Oklahoma,,21778,1840019154
Unity,Unity,40.2811,-79.4236,United States,US,USA,Pennsylvania,,21765,1840144811
Vicksburg,Vicksburg,32.3173,-90.8868,United States,US,USA,Mississippi,,21748,1840015802
American Canyon,American Canyon,38.1796,-122.2583,United States,US,USA,California,,21735,1840018834
Birmingham,Birmingham,42.5446,-83.2166,United States,US,USA,Michigan,,21728,1840002438
Evans,Evans,40.3660,-104.7390,United States,US,USA,Colorado,,21727,1840020147
Duarte,Duarte,34.1610,-117.9504,United States,US,USA,California,,21723,1840019246
Brent,Brent,30.4727,-87.2495,United States,US,USA,Florida,,21717,1840013913
Klamath Falls,Klamath Falls,42.2195,-121.7754,United States,US,USA,Oregon,,21710,1840020054
Manor,Manor,39.9848,-76.4216,United States,US,USA,Pennsylvania,,21703,1840147751
Bayou Cane,Bayou Cane,29.6243,-90.7510,United States,US,USA,Louisiana,,21699,1840014031
Sedalia,Sedalia,38.7059,-93.2340,United States,US,USA,Missouri,,21696,1840009724
Ashland,Ashland,38.4592,-82.6448,United States,US,USA,Kentucky,,21695,1840013195
New Hope,New Hope,45.0375,-93.3869,United States,US,USA,Minnesota,,21683,1840007829
Muhlenberg,Muhlenberg,40.3955,-75.9250,United States,US,USA,Pennsylvania,,21682,1840100491
Granite Bay,Granite Bay,38.7601,-121.1714,United States,US,USA,California,,21673,1840017559
Yucca Valley,Yucca Valley,34.1234,-116.4216,United States,US,USA,California,,21663,1840022726
Mililani Mauka,Mililani Mauka,21.4756,-157.9948,United States,US,USA,Hawaii,,21657,1840039224
Frederickson,Frederickson,47.0916,-122.3603,United States,US,USA,Washington,,21651,1840037551
Hazel Dell,Hazel Dell,45.6797,-122.6553,United States,US,USA,Washington,,21650,1840037662
Millburn,Millburn,40.7394,-74.3240,United States,US,USA,New Jersey,,21637,1840081751
Middleton,Middleton,43.1064,-89.5059,United States,US,USA,Wisconsin,,21634,1840002919
Bear,Bear,39.6189,-75.6808,United States,US,USA,Delaware,,21625,1840005568
Brunswick,Brunswick,43.9007,-69.9761,United States,US,USA,Maine,,21589,1840052591
Dolton,Dolton,41.6284,-87.5979,United States,US,USA,Illinois,,21588,1840011269
Shelby,Shelby,35.2904,-81.5451,United States,US,USA,North Carolina,,21564,1840015426
Tukwila,Tukwila,47.4750,-122.2728,United States,US,USA,Washington,,21545,1840021120
South Holland,South Holland,41.5977,-87.6022,United States,US,USA,Illinois,,21524,1840011324
Rocky River,Rocky River,41.4702,-81.8525,United States,US,USA,Ohio,,21515,1840003410
Sulphur,Sulphur,30.2286,-93.3566,United States,US,USA,Louisiana,,21490,1840015927
Darien,Darien,41.0798,-73.4824,United States,US,USA,Connecticut,,21485,1840034409
Geneva,Geneva,41.8833,-88.3242,United States,US,USA,Illinois,,21472,1840008135
Rose Hill,Rose Hill,38.7872,-77.1085,United States,US,USA,Virginia,,21466,1840133323
Secaucus,Secaucus,40.7810,-74.0659,United States,US,USA,New Jersey,,21439,1840001033
Holiday,Holiday,28.1864,-82.7429,United States,US,USA,Florida,,21435,1840014114
Somers,Somers,41.3056,-73.7252,United States,US,USA,New York,,21419,1840058503
North Salt Lake,North Salt Lake,40.8439,-111.9187,United States,US,USA,Utah,,21411,1840020144
Mukilteo,Mukilteo,47.9096,-122.3035,United States,US,USA,Washington,,21409,1840019793
Liberty Triangle,Liberty Triangle,29.0760,-82.2191,United States,US,USA,Florida,,21409,1840152944
Bloomfield,Bloomfield,41.8426,-72.7406,United States,US,USA,Connecticut,,21399,1840004778
Lorton,Lorton,38.6983,-77.2164,United States,US,USA,Virginia,,21394,1840006035
Lakeside,Lakeside,32.8560,-116.9040,United States,US,USA,California,,21383,1840018025
St. Andrews,St. Andrews,34.0510,-81.1057,United States,US,USA,South Carolina,,21383,1840135211
Park Forest,Park Forest,41.4817,-87.6867,United States,US,USA,Illinois,,21368,1840011313
South Lake Tahoe,South Lake Tahoe,38.9393,-119.9828,United States,US,USA,California,,21355,1840021471
Ashland,Ashland,42.1905,-122.6992,United States,US,USA,Oregon,,21348,1840018674
Grand Island,Grand Island,43.0198,-78.9619,United States,US,USA,New York,,21340,1840087480
Dickinson,Dickinson,29.4548,-95.0589,United States,US,USA,Texas,,21336,1840019667
Silverdale,Silverdale,47.6663,-122.6828,United States,US,USA,Washington,,21301,1840018406
Baldwin,Baldwin,40.3690,-79.9669,United States,US,USA,Pennsylvania,,21274,1840001201
Selden,Selden,40.8714,-73.0466,United States,US,USA,New York,,21265,1840005093
Moorestown,Moorestown,39.9784,-74.9413,United States,US,USA,New Jersey,,21265,1840081626
Carrboro,Carrboro,35.9259,-79.0878,United States,US,USA,North Carolina,,21237,1840015334
Westborough,Westborough,42.2681,-71.6140,United States,US,USA,Massachusetts,,21213,1840053611
Monroe,Monroe,41.3043,-74.1941,United States,US,USA,New York,,21206,1840004874
Pleasant Prairie,Pleasant Prairie,42.5266,-87.8895,United States,US,USA,Wisconsin,,21193,1840003163
Seymour,Seymour,38.9476,-85.8911,United States,US,USA,Indiana,,21192,1840009708
Gardner,Gardner,42.5845,-71.9868,United States,US,USA,Massachusetts,,21183,1840000436
East Moline,East Moline,41.5199,-90.3879,United States,US,USA,Illinois,,21181,1840008180
Lino Lakes,Lino Lakes,45.1679,-93.0830,United States,US,USA,Minnesota,,21180,1840008902
Hyde Park,Hyde Park,41.8011,-73.9060,United States,US,USA,New York,,21115,1840058196
Milwaukie,Milwaukie,45.4445,-122.6219,United States,US,USA,Oregon,,21108,1840019952
Payson,Payson,40.0355,-111.7390,United States,US,USA,Utah,,21093,1840020172
Louisville,Louisville,39.9710,-105.1441,United States,US,USA,Colorado,,21091,1840020179
Ludlow,Ludlow,42.1921,-72.4580,United States,US,USA,Massachusetts,,21050,1840053449
Lindenwold,Lindenwold,39.8173,-74.9898,United States,US,USA,New Jersey,,21048,1840000730
Clemmons,Clemmons,36.0319,-80.3861,United States,US,USA,North Carolina,,21032,1840017728
Merrick,Merrick,40.6515,-73.5535,United States,US,USA,New York,,20990,1840005238
Harvey,Harvey,29.8876,-90.0666,United States,US,USA,Louisiana,,20942,1840013985
Upper St. Clair,Upper St. Clair,40.3336,-80.0842,United States,US,USA,Pennsylvania,,20938,1840005397
Rio Rico,Rio Rico,31.4957,-110.9885,United States,US,USA,Arizona,,20914,1840027004
South Whitehall,South Whitehall,40.6154,-75.5503,United States,US,USA,Pennsylvania,,20898,1840148586
East Pennsboro,East Pennsboro,40.2886,-76.9394,United States,US,USA,Pennsylvania,,20886,1840143336
Wade Hampton,Wade Hampton,34.8821,-82.3336,United States,US,USA,South Carolina,,20879,1840035800
Lockport,Lockport,43.1698,-78.6956,United States,US,USA,New York,,20876,1840000370
Ozark,Ozark,37.0365,-93.2158,United States,US,USA,Missouri,,20874,1840009926
Hays,Hays,38.8821,-99.3221,United States,US,USA,Kansas,,20870,1840001628
Makakilo,Makakilo,21.3591,-158.0813,United States,US,USA,Hawaii,,20862,1840137080
Avon,Avon,39.7601,-86.3916,United States,US,USA,Indiana,,20848,1840009535
Grayslake,Grayslake,42.3405,-88.0338,United States,US,USA,Illinois,,20827,1840011150
Willmar,Willmar,45.1216,-95.0569,United States,US,USA,Minnesota,,20823,1840009995
Murrysville,Murrysville,40.4456,-79.6554,United States,US,USA,Pennsylvania,,20810,1840001148
Arnold,Arnold,38.4297,-90.3733,United States,US,USA,Missouri,,20808,1840007506
Fort Walton Beach,Fort Walton Beach,30.4255,-86.6222,United States,US,USA,Florida,,20805,1840013923
Buckingham,Buckingham,40.3188,-75.0580,United States,US,USA,Pennsylvania,,20795,1840034882
South Milwaukee,South Milwaukee,42.9120,-87.8627,United States,US,USA,Wisconsin,,20785,1840003032
Germantown,Germantown,43.2343,-88.1217,United States,US,USA,Wisconsin,,20780,1840002830
Lebanon,Lebanon,39.4254,-84.2133,United States,US,USA,Ohio,,20770,1840001546
Parma Heights,Parma Heights,41.3865,-81.7637,United States,US,USA,Ohio,,20764,1840003407
Harvey,Harvey,41.6076,-87.6520,United States,US,USA,Illinois,,20751,1840007029
Green Valley,Green Valley,31.8393,-111.0009,United States,US,USA,Arizona,,20729,1840018111
Lincolnia,Lincolnia,38.8158,-77.1543,United States,US,USA,Virginia,,20704,1840006034
North Ogden,North Ogden,41.3123,-111.9584,United States,US,USA,Utah,,20703,1840020134
Mead Valley,Mead Valley,33.8333,-117.2852,United States,US,USA,California,,20698,1840028331
Little Egg Harbor,Little Egg Harbor,39.5969,-74.3454,United States,US,USA,New Jersey,,20693,1840081598
Coolbaugh,Coolbaugh,41.1837,-75.4386,United States,US,USA,Pennsylvania,,20686,1840145213
Rocky Hill,Rocky Hill,41.6572,-72.6632,United States,US,USA,Connecticut,,20682,1840035560
Helena,Helena,33.2837,-86.8791,United States,US,USA,Alabama,,20680,1840014827
Adrian,Adrian,41.8994,-84.0447,United States,US,USA,Michigan,,20674,1840003226
Pittsburg,Pittsburg,37.4129,-94.6985,United States,US,USA,Kansas,,20667,1840001697
Mill Creek,Mill Creek,47.8631,-122.2037,United States,US,USA,Washington,,20665,1840019790
Murphy,Murphy,33.0186,-96.6105,United States,US,USA,Texas,,20655,1840020659
Jefferson,Jefferson,41.0003,-74.5531,United States,US,USA,New Jersey,,20638,1840081740
South St. Paul,South St. Paul,44.8877,-93.0411,United States,US,USA,Minnesota,,20637,1840008948
Suwanee,Suwanee,34.0508,-84.0686,United States,US,USA,Georgia,,20629,1840015616
Coronado,Coronado,32.6649,-117.1604,United States,US,USA,California,,20627,1840019354
Libertyville,Libertyville,42.2870,-87.9670,United States,US,USA,Illinois,,20616,1840011161
La Cañada Flintridge,La Canada Flintridge,34.2097,-118.2002,United States,US,USA,California,,20613,1840020510
Covington,Covington,47.3667,-122.1045,United States,US,USA,Washington,,20608,1840018425
Tullahoma,Tullahoma,35.3721,-86.2172,United States,US,USA,Tennessee,,20599,1840015410
Springfield,Springfield,40.0986,-75.2016,United States,US,USA,Pennsylvania,,20590,1840152388
Rosamond,Rosamond,34.8658,-118.2155,United States,US,USA,California,,20574,1840019140
New Canaan,New Canaan,41.1592,-73.4992,United States,US,USA,Connecticut,,20574,1840035495
Marquette,Marquette,46.5440,-87.4082,United States,US,USA,Michigan,,20561,1840003923
Sidney,Sidney,40.2891,-84.1667,United States,US,USA,Ohio,,20559,1840009429
Bethany,Bethany,35.5071,-97.6418,United States,US,USA,Oklahoma,,20542,1840019153
Battle Ground,Battle Ground,45.7766,-122.5413,United States,US,USA,Washington,,20536,1840018523
Pleasantville,Pleasantville,39.3900,-74.5169,United States,US,USA,New Jersey,,20505,1840001535
Stephenville,Stephenville,32.2147,-98.2205,United States,US,USA,Texas,,20504,1840022097
Yorkville,Yorkville,41.6563,-88.4507,United States,US,USA,Illinois,,20503,1840010216
West St. Paul,West St. Paul,44.9018,-93.0858,United States,US,USA,Minnesota,,20476,1840010012
Snellville,Snellville,33.8562,-84.0038,United States,US,USA,Georgia,,20475,1840015614
Ypsilanti,Ypsilanti,42.2440,-83.6208,United States,US,USA,Michigan,,20448,1840000459
Five Corners,Five Corners,45.6883,-122.5738,United States,US,USA,Washington,,20428,1840037869
Middle,Middle,39.0852,-74.8337,United States,US,USA,New Jersey,,20423,1840081576
Lower Southampton,Lower Southampton,40.1541,-74.9903,United States,US,USA,Pennsylvania,,20410,1840151113
Oroville,Oroville,39.4999,-121.5634,United States,US,USA,California,,20409,1840020182
Bryant,Bryant,34.6152,-92.4914,United States,US,USA,Arkansas,,20399,1840013573
Marblehead,Marblehead,42.4992,-70.8639,United States,US,USA,Massachusetts,,20397,1840053532
Elko,Elko,40.8381,-115.7678,United States,US,USA,Nevada,,20391,1840020120
Old Jamestown,Old Jamestown,38.8394,-90.2847,United States,US,USA,Missouri,,20382,1840039632
Hanahan,Hanahan,32.9302,-80.0027,United States,US,USA,South Carolina,,20381,1840014256
Northfield,Northfield,44.4550,-93.1698,United States,US,USA,Minnesota,,20374,1840007891
Sandwich,Sandwich,41.7137,-70.4851,United States,US,USA,Massachusetts,,20369,1840053505
Forest Lake,Forest Lake,45.2536,-92.9582,United States,US,USA,Minnesota,,20366,1840007808
Bourne,Bourne,41.7233,-70.5816,United States,US,USA,Massachusetts,,20364,1840053642
Agoura Hills,Agoura Hills,34.1510,-118.7609,United States,US,USA,California,,20362,1840019221
Piqua,Piqua,40.1506,-84.2441,United States,US,USA,Ohio,,20352,1840009467
Monroe,Monroe,41.9155,-83.3849,United States,US,USA,Michigan,,20344,1840003987
Painesville,Painesville,41.7240,-81.2536,United States,US,USA,Ohio,,20311,1840000542
Crest Hill,Crest Hill,41.5723,-88.1124,United States,US,USA,Illinois,,20305,1840007088
Rosedale,Rosedale,39.3266,-76.5084,United States,US,USA,Maryland,,20296,1840005690
Bethel,Bethel,41.3747,-73.3928,United States,US,USA,Connecticut,,20287,1840034129
Glassboro,Glassboro,39.7014,-75.1113,United States,US,USA,New Jersey,,20284,1840003789
Sherwood,Sherwood,45.3594,-122.8427,United States,US,USA,Oregon,,20281,1840021205
East Northport,East Northport,40.8791,-73.3233,United States,US,USA,New York,,20281,1840005039
Ogden,Ogden,43.1646,-77.8220,United States,US,USA,New York,,20281,1840087746
Limerick,Limerick,40.2323,-75.5344,United States,US,USA,Pennsylvania,,20280,1840035062
Perry,Perry,32.4720,-83.7283,United States,US,USA,Georgia,,20227,1840014885
Saco,Saco,43.5390,-70.4624,United States,US,USA,Maine,,20203,1840000343
Hazlet,Hazlet,40.4265,-74.1712,United States,US,USA,New Jersey,,20193,1840081651
Marion Oaks,Marion Oaks,29.0011,-82.1953,United States,US,USA,Florida,,20190,1840047949
Whitpain,Whitpain,40.1578,-75.2769,United States,US,USA,Pennsylvania,,20189,1840145445
Bothell West,Bothell West,47.8056,-122.2401,United States,US,USA,Washington,,20180,1840041906
Plainview,Plainview,34.1911,-101.7235,United States,US,USA,Texas,,20180,1840020538
Foley,Foley,30.3983,-87.6650,United States,US,USA,Alabama,,20170,1840002084
Clifton,Clifton,39.0764,-108.4605,United States,US,USA,Colorado,,20122,1840017556
Palm Valley,Palm Valley,30.2011,-81.3948,United States,US,USA,Florida,,20115,1840013971
Mayfield Heights,Mayfield Heights,41.5174,-81.4534,United States,US,USA,Ohio,,20113,1840000613
Berlin,Berlin,41.6114,-72.7758,United States,US,USA,Connecticut,,20107,1840034026
Montrose,Montrose,38.4689,-107.8590,United States,US,USA,Colorado,,20098,1840020251
Montgomery,Montgomery,41.7237,-88.3633,United States,US,USA,Illinois,,20084,1840011350
Westbrook,Westbrook,43.6954,-70.3539,United States,US,USA,Maine,,20074,1840000329
Shenandoah,Shenandoah,30.4019,-91.0020,United States,US,USA,Louisiana,,20068,1840031152
South Burlington,South Burlington,44.4622,-73.2202,United States,US,USA,Vermont,,20042,1840002311
Golden,Golden,39.7406,-105.2118,United States,US,USA,Colorado,,20041,1840020197
Frankfort,Frankfort,41.4892,-87.8363,United States,US,USA,Illinois,,20040,1840011486
Hudson,Hudson,42.3887,-71.5465,United States,US,USA,Massachusetts,,20032,1840053480
Mesquite,Mesquite,36.8032,-114.1330,United States,US,USA,Nevada,,20019,1840020362
Whitehall,Whitehall,39.9682,-82.8833,United States,US,USA,Ohio,,20004,1840003764
East Hemet,East Hemet,33.7301,-116.9410,United States,US,USA,California,,19998,1840028370
Imperial,Imperial,32.8390,-115.5720,United States,US,USA,California,,19982,1840019381
North Liberty,North Liberty,41.7438,-91.6112,United States,US,USA,Iowa,,19976,1840008179
World Golf Village,World Golf Village,29.9654,-81.4896,United States,US,USA,Florida,,19975,1840039162
Plattsburgh,Plattsburgh,44.6951,-73.4563,United States,US,USA,New York,,19969,1840000296
Hauppauge,Hauppauge,40.8211,-73.2109,United States,US,USA,New York,,19967,1840005077
Rolla,Rolla,37.9459,-91.7607,United States,US,USA,Missouri,,19949,1840009849
Pecan Grove,Pecan Grove,29.6235,-95.7330,United States,US,USA,Texas,,19944,1840019645
Ennis,Ennis,32.3254,-96.6347,United States,US,USA,Texas,,19942,1840020754
Forest Park,Forest Park,39.2861,-84.5258,United States,US,USA,Ohio,,19940,1840003818
Oregon,Oregon,41.6524,-83.4321,United States,US,USA,Ohio,,19935,1840000570
Sand Springs,Sand Springs,36.1353,-96.1283,United States,US,USA,Oklahoma,,19935,1840021671
Portland,Portland,27.8942,-97.3278,United States,US,USA,Texas,,19914,1840021006
Mokena,Mokena,41.5327,-87.8781,United States,US,USA,Illinois,,19897,1840011491
Shafter,Shafter,35.4794,-119.2013,United States,US,USA,California,,19897,1840021735
Prunedale,Prunedale,36.8064,-121.6555,United States,US,USA,California,,19893,1840019020
Port Angeles,Port Angeles,48.1141,-123.4565,United States,US,USA,Washington,,19888,1840019782
Kinston,Kinston,35.2747,-77.5939,United States,US,USA,North Carolina,,19888,1840014585
Monroe,Monroe,47.8595,-121.9851,United States,US,USA,Washington,,19879,1840019791
Miamisburg,Miamisburg,39.6322,-84.2724,United States,US,USA,Ohio,,19878,1840008436
Carlisle,Carlisle,40.2000,-77.2034,United States,US,USA,Pennsylvania,,19869,1840001386
Southbury,Southbury,41.4745,-73.2329,United States,US,USA,Connecticut,,19866,1840035599
Forest Park,Forest Park,33.6209,-84.3590,United States,US,USA,Georgia,,19856,1840013750
Mustang,Mustang,35.3917,-97.7246,United States,US,USA,Oklahoma,,19847,1840020421
Arlington,Arlington,48.1701,-122.1442,United States,US,USA,Washington,,19832,1840018378
Nogales,Nogales,31.3624,-110.9336,United States,US,USA,Arizona,,19829,1840020823
Howard,Howard,44.5703,-88.0928,United States,US,USA,Wisconsin,,19828,1840002345
Broadview Heights,Broadview Heights,41.3196,-81.6779,United States,US,USA,Ohio,,19820,1840000591
Maple Shade,Maple Shade,39.9520,-74.9950,United States,US,USA,New Jersey,,19818,1840081625
Salmon Creek,Salmon Creek,45.7099,-122.6632,United States,US,USA,Washington,,19809,1840018520
Lake Zurich,Lake Zurich,42.1956,-88.0870,United States,US,USA,Illinois,,19807,1840011160
St. John,St. John,41.4429,-87.4697,United States,US,USA,Indiana,,19805,1840010221
Casa de Oro-Mount Helix,Casa de Oro-Mount Helix,32.7640,-116.9688,United States,US,USA,California,,19804,1840073904
Westminster,Westminster,39.5796,-77.0067,United States,US,USA,Maryland,,19783,1840005701
Lower Allen,Lower Allen,40.2082,-76.9287,United States,US,USA,Pennsylvania,,19755,1840035428
Culpeper,Culpeper,38.4704,-78.0001,United States,US,USA,Virginia,,19740,1840006169
Homewood,Homewood,41.5591,-87.6610,United States,US,USA,Illinois,,19716,1840011264
Stroud,Stroud,41.0001,-75.2173,United States,US,USA,Pennsylvania,,19711,1840144158
Shelbyville,Shelbyville,39.5352,-85.7793,United States,US,USA,Indiana,,19710,1840009561
Lackawanna,Lackawanna,42.8182,-78.8325,United States,US,USA,New York,,19697,1840000387
Englewood,Englewood,26.9717,-82.3524,United States,US,USA,Florida,,19683,1840013127
Universal City,Universal City,29.5521,-98.3074,United States,US,USA,Texas,,19679,1840022225
Arbutus,Arbutus,39.2428,-76.6922,United States,US,USA,Maryland,,19662,1840005676
Holden,Holden,42.3561,-71.8608,United States,US,USA,Massachusetts,,19659,1840053588
